,name,pairname,catalogid1,catalogid2,nd_value,resolution,algm_ver,creationda,raster,fileurl,acquisitio,spec_type,sensor1,qual,dx,dy,dz,reg_src,num_gcps,meanresz,active,qc,rel_ver,acquisit_1,sensor2,st_area_sh,st_length_,geometry,clip_area,minx,miny,maxx,maxy
267,SETSM_W2W2_20160612_10300100570E1200_1030010057A6E600_seg3_2m_v3.0,W2W2_20160612_10300100570E1200_1030010057A6E600,10300100570E1200,1030010057A6E600,-9999,2,SETSM,3.2.8,2017-12-26,http://data.pgc.umn.edu/elev/dem/setsm/ArcticDEM/geocell/v3.0/2m/n70w152/SETSM_W2W2_20160612_10300100570E1200_1030010057A6E600_seg3_2m_v3.0.tar.gz,2016-06-12,DEM,WV02,0.20822067,0,0,0,,0,0,1,0,7,2016-06-16,WV02,60971220.05,32237.0159251,"POLYGON ((-2043374 602470, -2043222 603086, -2041600 609132, -2040880 611788, -2040720 612340, -2040648 612548, -2040610 612548, -2040498 612524, -2040305.999899998 612476, -2037044 611524, -2035222 610956, -2035206 610948, -2035198 610940, -2035198 610918, -2035334 610374, -2037652 601432, -2037700 601256, -2037708 601248, -2038308 600840, -2038338 600840, -2039528 601192, -2043086 602264, -2043206 602304, -2043222 602312, -2043350 602392, -2043374 602416, -2043374 602470))",60971220.0500008,-2043374,600840,-2035198,612548
268,SETSM_W2W3_20160612_1030010057A6E600_104001001D3AC100_seg4_2m_v3.0,W2W3_20160612_1030010057A6E600_104001001D3AC100,1030010057A6E600,104001001D3AC100,-9999,2,SETSM,3.2.8,2017-12-26,http://data.pgc.umn.edu/elev/dem/setsm/ArcticDEM/geocell/v3.0/2m/n70w152/SETSM_W2W3_20160612_1030010057A6E600_104001001D3AC100_seg4_2m_v3.0.tar.gz,2016-06-12,DEM,WV02,0.63619765,0,0,0,,0,0,1,0,7,2016-06-16,WV03,180789061.409,53469.5525655,"POLYGON ((-2055884 598794, -2054844 602160, -2053948 604936, -2052510 609272, -2052278 609960, -2052230 610080, -2052192 610080, -2046402 608392, -2038740 606112, -2038596 606064, -2038548 606040, -2038540 606032, -2038540.000100002 606018, -2041706 594204, -2041730 594124, -2041752 594124, -2043152 594516, -2054132 597748, -2054204 597772, -2055348 598284, -2055884 598772, -2055884 598794))",180789061.40859,-2055884,594124,-2038540,610080
269,SETSM_W2W2_20110614_103001000B2EA500_103001000B3BCD00_seg3_2m_v3.0,W2W2_20110614_103001000B2EA500_103001000B3BCD00,103001000B2EA500,103001000B3BCD00,-9999,2,SETSM,3.2.8,2017-12-26,http://data.pgc.umn.edu/elev/dem/setsm/ArcticDEM/geocell/v3.0/2m/n70w152/SETSM_W2W2_20110614_103001000B2EA500_103001000B3BCD00_seg3_2m_v3.0.tar.gz,2011-06-14,DEM,WV02,0.57008504,-1.386,2.685,2.319,ICESat,88,-0.001,1,0,7,2011-06-22,WV02,263663548.06,85363.8868477,"POLYGON ((-2089262 606098, -2088862 608824, -2088854 608856, -2087702 611560, -2087680 611560, -2087440 611512, -2083376 610440, -2080279.999899998 609560, -2065168 605254, -2057174 602956, -2055334 602396, -2053566.000100002 598412, -2053566 598402, -2053726 597346, -2053934 596018, -2054222 594602, -2054238 594546, -2054390 594410, -2054406 594402, -2054632 594410, -2056288 594898, -2081862 602500, -2088254 604404, -2088350 604436, -2089350 605428, -2089262 606098))",263663548.059601,-2089350,594402,-2053566,611560
270,SETSM_W2W3_20150416_1030010042CCA800_104001000AC9A200_seg1_2m_v3.0,W2W3_20150416_1030010042CCA800_104001000AC9A200,1030010042CCA800,104001000AC9A200,-9999,2,SETSM,3.2.8,2017-12-26,http://data.pgc.umn.edu/elev/dem/setsm/ArcticDEM/geocell/v3.0/2m/n70w152/SETSM_W2W3_20150416_1030010042CCA800_104001000AC9A200_seg1_2m_v3.0.tar.gz,2015-04-24,DEM,WV02,0.21197429,0,0,0,,0,0,1,0,7,2015-04-16,WV03,28314055.9507,26020.0673256,"POLYGON ((-2099144 608600, -2096968 611180, -2096946 611180, -2096098 610942, -2091786 609710, -2091626 609662, -2088050 605914, -2088050 605900, -2088106.000100002 605724, -2088210 605436, -2088394 605412, -2088432.000100002 605412, -2092744 606642, -2093264 606794, -2096199.999899998 607674, -2099032 608546, -2099144 608594, -2099144 608600))",28314055.9506992,-2099144,605412,-2088050,611180
271,SETSM_W2W3_20150705_1030010045326A00_104001000EBB7F00_seg1_2m_v3.0,W2W3_20150705_1030010045326A00_104001000EBB7F00,1030010045326A00,104001000EBB7F00,-9999,2,SETSM,3.2.8,2017-12-26,http://data.pgc.umn.edu/elev/dem/setsm/ArcticDEM/geocell/v3.0/2m/n70w152/SETSM_W2W3_20150705_1030010045326A00_104001000EBB7F00_seg1_2m_v3.0.tar.gz,2015-07-05,DEM,WV02,0.68506541,-0.145,-0.061,-5.394,ICESat,114,0.001,1,0,7,2015-07-07,WV03,1139221714.26,179681.421179,"POLYGON ((-2097542.000100002 628040, -2096894 631832, -2096878 631880, -2092904 641734, -2092880 641782, -2092824 641854, -2092784 641894, -2092746 641894, -2092466 641814, -2029778 623124, -2022590 620930, -2022302 620834, -2022142 620764, -2021510 620476, -2020277.999899998 618196, -2020270 617954, -2020638.000100002 616898, -2020718 616722, -2022758 612436, -2025366 607254, -2025494 607006, -2025510 606982, -2025822 606718, -2026022 606574, -2026198 606518, -2026446 606462, -2026824 606462, -2026912 606486, -2095856 627322, -2096958 627658, -2097422 627818, -2097518 627858, -2097534 627874, -2097542 627898, -2097542.000100002 628040))",1139221714.2612,-2097542.0001,606462,-2020270,641894
272,SETSM_W2W3_20160612_1030010057A6E600_104001001D3AC100_seg5_2m_v3.0,W2W3_20160612_1030010057A6E600_104001001D3AC100,1030010057A6E600,104001001D3AC100,-9999,2,SETSM,3.2.8,2017-12-26,http://data.pgc.umn.edu/elev/dem/setsm/ArcticDEM/geocell/v3.0/2m/n70w152/SETSM_W2W3_20160612_1030010057A6E600_104001001D3AC100_seg5_2m_v3.0.tar.gz,2016-06-12,DEM,WV02,0.56235964,0,0,0,,0,0,1,0,7,2016-06-16,WV03,60231492.2155,33444.1014169,"POLYGON ((-2045296.000100002 595256, -2044456 598504, -2043136 603416, -2042360 606240, -2042216 606736, -2042192 606808, -2042184.000100002 606824, -2040970 606768, -2039817.999899998 606432, -2037354 605704, -2037162 605640, -2037114 605616, -2037106 605608, -2037114 605562, -2037146 605450, -2040034 596306, -2040410 595218, -2040442 595138, -2041826 594378, -2041848 594378, -2045064 595066, -2045224 595114, -2045256 595146, -2045296 595218, -2045296.000100002 595256))",60231492.2155037,-2045296.0001,594378,-2037106,606824
273,SETSM_W2W3_20160612_1030010057A6E600_104001001D3AC100_seg1_2m_v3.0,W2W3_20160612_1030010057A6E600_104001001D3AC100,1030010057A6E600,104001001D3AC100,-9999,2,SETSM,3.2.8,2017-12-26,http://data.pgc.umn.edu/elev/dem/setsm/ArcticDEM/geocell/v3.0/2m/n70w152/SETSM_W2W3_20160612_1030010057A6E600_104001001D3AC100_seg1_2m_v3.0.tar.gz,2016-06-12,DEM,WV02,0.79187932,-0.789,0.951,-13.716,ICESat,134,0.013,1,0,7,2016-06-16,WV03,625162498.02,126548.327106,"POLYGON ((-2102896 612516, -2102320 614196, -2099400 622674, -2098952 623850, -2098936 623882, -2098890 623882, -2087562 620538, -2051072 609744, -2050728 609640, -2050608 609600, -2050592 609592, -2050335.999899998 609248, -2050336 609190, -2050368 609014, -2052336 601472, -2053456 597656, -2053482 597656, -2053594 597672, -2101218 611950, -2102896 612470, -2102896 612516))",625162498.0201,-2102896,597656,-2050335.9999,623882
274,SETSM_WV02_20160616_1030010057B88A00_10300100570E1200_seg1_2m_v3.0,WV02_20160616_1030010057B88A00_10300100570E1200,1030010057B88A00,10300100570E1200,-9999,2,SETSM,3.2.2,2017-09-28,http://data.pgc.umn.edu/elev/dem/setsm/ArcticDEM/geocell/v3.0/2m/n70w152/SETSM_WV02_20160616_1030010057B88A00_10300100570E1200_seg1_2m_v3.0.tar.gz,2016-06-16,DEM,WV02,0.85908088,-0.24,0.164,-0.904,ICESat,67,-0.002,1,0,7,2016-06-16,WV02,1364275722.1,187143.549032,"POLYGON ((-2100404 620480, -2100348 620704, -2100110 621582, -2097822 629858, -2097606 630626, -2097270 631802, -2097222 631946, -2095784 635728, -2095032.000100002 637688, -2094992 637768, -2094960 637800, -2094898 637800, -2022964 615950, -2022820 615902, -2022740.000100002 615862, -2022732 615846, -2022716 615790, -2022708 615726, -2022708 615636, -2024196 609844, -2024596 608294, -2026074 603454, -2026274 602870, -2026666 601750, -2027602 599198, -2027650 599086, -2027698 598998, -2027730 598958, -2027756 598958, -2028156 599070, -2100356 620438, -2100404 620454, -2100404 620480))",1364275722.0992,-2100404,598958,-2022708,637800
275,SETSM_W2W2_20160612_10300100570E1200_1030010057A6E600_seg4_2m_v3.0,W2W2_20160612_10300100570E1200_1030010057A6E600,10300100570E1200,1030010057A6E600,-9999,2,SETSM,3.2.8,2017-12-26,http://data.pgc.umn.edu/elev/dem/setsm/ArcticDEM/geocell/v3.0/2m/n70w152/SETSM_W2W2_20160612_10300100570E1200_1030010057A6E600_seg4_2m_v3.0.tar.gz,2016-06-12,DEM,WV02,0.44951396,0,0,0,,0,0,1,0,7,2016-06-16,WV02,139148790.421,45429.1150327,"POLYGON ((-2041388 601826, -2041372 601914, -2039852 608000, -2039356 609664, -2037332 611646, -2037318 611646, -2032464 610230, -2026328 608432, -2026152 608368, -2025768 608184, -2025520 608024, -2025512.000100002 608016, -2025504 607992, -2025504 607522, -2027151.999899998 601404, -2031872 598990, -2031886 598990, -2037108 600484, -2037684 600652, -2040772 601564, -2041372 601748, -2041387.999899998 601756, -2041388 601826))",139148790.421107,-2041388,598990,-2025504,611646
276,SETSM_W2W2_20110614_103001000B2EA500_103001000B3BCD00_seg1_2m_v3.0,W2W2_20110614_103001000B2EA500_103001000B3BCD00,103001000B2EA500,103001000B3BCD00,-9999,2,SETSM,3.2.8,2017-12-26,http://data.pgc.umn.edu/elev/dem/setsm/ArcticDEM/geocell/v3.0/2m/n70w152/SETSM_W2W2_20110614_103001000B2EA500_103001000B3BCD00_seg1_2m_v3.0.tar.gz,2011-06-14,DEM,WV02,0.27301722,0,0,0,,0,0,1,0,7,2011-06-22,WV02,14503597.6862,17760.9718221,"POLYGON ((-2101194 615100, -2101178 615212, -2101162.000100002 615268, -2101098.000100002 615396, -2101090 615404, -2101044 615404, -2100764 615356, -2099782 615108, -2099278 614956, -2099182 614924, -2097944 614476, -2097792 613414, -2097792 613152, -2097824 612672, -2097896 611712, -2097944 611240, -2098096 609960, -2098368 608162, -2098376 608146, -2098460 608154, -2099116 608458, -2099739.999899998 610288, -2101194 615054, -2101194 615100))",14503597.6861947,-2101194,608146,-2097792,615404
277,SETSM_WV02_20170407_1030010067AE4100_1030010066150200_seg2_2m_v3.0,WV02_20170407_1030010067AE4100_1030010066150200,1030010067AE4100,1030010066150200,-9999,2,SETSM,3.2.5,2017-09-29,http://data.pgc.umn.edu/elev/dem/setsm/ArcticDEM/geocell/v3.0/2m/n70w152/SETSM_WV02_20170407_1030010067AE4100_1030010066150200_seg2_2m_v3.0.tar.gz,2017-04-07,DEM,WV02,0.99749505,0.657,-0.09,-1.733,ICESat,587,0.005,1,0,7,2017-04-07,WV02,1425499288,188174.779989,"POLYGON ((-2098438 625660, -2098366 625876, -2093148 641136, -2092980 641616, -2092564 642736, -2092348 643288, -2092260 643496, -2092156 643720, -2092108 643816, -2092074 643816, -2091938 643776, -2020690 621878, -2020546 621830, -2020538 621822, -2020562 621740, -2026192 604092, -2026208 604052, -2026458 604124, -2098422 625622, -2098438 625630, -2098438 625660))",1425499288,-2098438,604052,-2020538,643816
278,SETSM_WV02_20150424_1030010040412D00_1030010042CCA800_seg1_2m_v3.0,WV02_20150424_1030010040412D00_1030010042CCA800,1030010040412D00,1030010042CCA800,-9999,2,SETSM,3.2.2,2017-09-28,http://data.pgc.umn.edu/elev/dem/setsm/ArcticDEM/geocell/v3.0/2m/n70w152/SETSM_WV02_20150424_1030010040412D00_1030010042CCA800_seg1_2m_v3.0.tar.gz,2015-04-24,DEM,WV02,0.99154812,-0.779,0.604,0.965,ICESat,1153,0.001,1,2,7,2015-04-24,WV02,1101721377.94,161039.98509,"POLYGON ((-2106294 595992, -2106086 597272, -2105598 600056, -2105350 601448, -2105173.999899998 602144, -2105142 602248, -2101686 612478, -2101670.000100002 612510, -2101652.000100002 612510, -2100066 612062, -2040558 595094, -2040510 595078, -2040510 595028, -2040766 593628, -2040782 593548, -2042867.358602196 587548.583713684, -2077259.443194193 587548.583713684, -2104084 595302, -2105784 595796, -2106254 595942, -2106286 595958, -2106294 595966, -2106294 595992))",946439218.709489,-2106294,587548.583713684,-2040510,612510
279,SETSM_WV02_20170407_1030010066CFAD00_1030010067861B00_seg1_2m_v3.0,WV02_20170407_1030010066CFAD00_1030010067861B00,1030010066CFAD00,1030010067861B00,-9999,2,SETSM,3.2.8,2017-12-26,http://data.pgc.umn.edu/elev/dem/setsm/ArcticDEM/geocell/v3.0/2m/n70w152/SETSM_WV02_20170407_1030010066CFAD00_1030010067861B00_seg1_2m_v3.0.tar.gz,2017-04-07,DEM,WV02,0.99663935,-0.186,-0.264,-1.108,ICESat,1415,0.003,1,2,7,2017-04-07,WV02,1482895952.16,196884.71372,"POLYGON ((-2106888 613904, -2106704 614648, -2104672 622238, -2103928 624910, -2103848 625182, -2103640 625702, -2102440 628654, -2101264 631518, -2101200 631662, -2101192 631670, -2101154 631670, -2099388 631142, -2024836 608746, -2024716 608706, -2024668 608682, -2024660 608674, -2024668 608624, -2026868 599544, -2026900 599432, -2026963.999899998 599240, -2028060 596272, -2028348 595504, -2029692 591976, -2029884 591496, -2029908 591448, -2029926 591448, -2031062 591768, -2039134 594104, -2099938 611810, -2106888 613842, -2106888 613904))",1482895952.158,-2106888,591448,-2024660,631670
280,SETSM_WV02_20170524_1030010068D1E000_103001006A7F2800_seg1_2m_v3.0,WV02_20170524_1030010068D1E000_103001006A7F2800,1030010068D1E000,103001006A7F2800,-9999,2,SETSM,3.2.8,2017-12-26,http://data.pgc.umn.edu/elev/dem/setsm/ArcticDEM/geocell/v3.0/2m/n70w152/SETSM_WV02_20170524_1030010068D1E000_103001006A7F2800_seg1_2m_v3.0.tar.gz,2017-05-24,DEM,WV02,0.98573499,1.381,2.731,1.178,ICESat,60,0.007,1,0,7,2017-05-24,WV02,345198664,74212.3838691,"POLYGON ((-2084974 592540, -2084670 594140, -2083166 601986, -2082302 606474, -2081470 610298, -2081444 610298, -2081324 610266, -2075582 608612, -2063374 605086, -2063326 605070, -2063230 605022, -2063222 605006, -2063222 604968, -2063390 604064, -2066438 588372, -2066673.26179609 587548.583713684, -2067837.527978011 587548.583713684, -2068892 587844, -2077276 590260, -2084582 592378, -2084950 592490, -2084966 592498, -2084974 592506, -2084974 592540))",345022970.265015,-2084974,587548.583713684,-2063222,610298
281,SETSM_W2W2_20140709_1030010034A53C00_1030010034D48C00_seg1_2m_v3.0,W2W2_20140709_1030010034A53C00_1030010034D48C00,1030010034A53C00,1030010034D48C00,-9999,2,SETSM,3.2.8,2017-12-26,http://data.pgc.umn.edu/elev/dem/setsm/ArcticDEM/geocell/v3.0/2m/n70w157/SETSM_W2W2_20140709_1030010034A53C00_1030010034D48C00_seg1_2m_v3.0.tar.gz,2014-07-09,DEM,WV02,0.97764166,0.158,3.278,1.793,ICESat,86,0.012,1,0,7,2014-07-09,WV02,38034491.9916,25584.8986712,"POLYGON ((-2031870 817148, -2031838 817236, -2031262 818660, -2030726 819916, -2030190 821092, -2030070 821332, -2030062 821340, -2030024 821340, -2029704 821220, -2028994 820940, -2022836 818500, -2022540.000100002 818380, -2022444 818332, -2022436 818324, -2022436 818310, -2022628 817822, -2022852 817286, -2023884 814862, -2024020 814550, -2024212 814134, -2024266 814150, -2024642 814294, -2031830 817078, -2031862 817094, -2031870 817102, -2031870 817148))",38034491.9915999,-2031870,814134,-2022436,821340
282,SETSM_WV02_20160524_1030010057BF1B00_1030010056972300_seg6_2m_v3.0,WV02_20160524_1030010057BF1B00_1030010056972300,1030010057BF1B00,1030010056972300,-9999,2,SETSM,3.2.2,2017-09-28,http://data.pgc.umn.edu/elev/dem/setsm/ArcticDEM/geocell/v3.0/2m/n70w157/SETSM_WV02_20160524_1030010057BF1B00_1030010056972300_seg6_2m_v3.0.tar.gz,2016-05-24,DEM,WV02,0.50143013,32.006,-34.163,-8.733,ICESat,6,1.012,1,0,7,2016-05-24,WV02,283558917.379,67154.5653122,"POLYGON ((-1996552 771508, -1996143.999899998 772932, -1992224 783906, -1990618 788360, -1990586 788440, -1990506 788624, -1990498 788632, -1990482 788640, -1989692 788640, -1989500 788568, -1976174 783250, -1976158 783242, -1976150 783234, -1976150 783164, -1976174 782940, -1976190 782860, -1976310 782524, -1982156 766768, -1982460 765976, -1982468.000100002 765960, -1982482 765960, -1984554 766752, -1996064 771214, -1996520 771398, -1996552 771430, -1996552 771508))",283558917.379289,-1996552,765960,-1976150,788640
283,SETSM_WV02_20150220_103001003DAF4500_103001003E251100_seg5_2m_v3.0,WV02_20150220_103001003DAF4500_103001003E251100,103001003DAF4500,103001003E251100,-9999,2,SETSM,3.1.2,2017-09-28,http://data.pgc.umn.edu/elev/dem/setsm/ArcticDEM/geocell/v3.0/2m/n70w157/SETSM_WV02_20150220_103001003DAF4500_103001003E251100_seg5_2m_v3.0.tar.gz,2015-02-20,DEM,WV02,0.14954204,0,0,0,,0,0,1,0,7,2015-02-20,WV02,50019754.0041,38130.5165884,"POLYGON ((-2028906 778428, -2025884 786856, -2025796 787088, -2025788 787104, -2025676 787216, -2025148 787712, -2025115.999899998 787728, -2024996.000100002 787736, -2024894 787736, -2023087.999899998 787128, -2023056 787112, -2022784 786824, -2022744 786752, -2022680 786624, -2022640 786520, -2022608 786424, -2022600 786384, -2022576 786160, -2022576.000100002 786114, -2022696 785634, -2025638 777110, -2025662 777046, -2028828 770752, -2028850 770752, -2029058 770800, -2029402 771176, -2029482 771280, -2029514 771360, -2028906 778428))",50019754.0041001,-2029514,770752,-2022576,787736
284,SETSM_WV02_20160524_1030010057BF1B00_1030010056972300_seg11_2m_v3.0,WV02_20160524_1030010057BF1B00_1030010056972300,1030010057BF1B00,1030010056972300,-9999,2,SETSM,3.2.2,2017-09-28,http://data.pgc.umn.edu/elev/dem/setsm/ArcticDEM/geocell/v3.0/2m/n70w157/SETSM_WV02_20160524_1030010057BF1B00_1030010056972300_seg11_2m_v3.0.tar.gz,2016-05-24,DEM,WV02,0.84182849,5.018,-0.959,-0.047,ICESat,730,-0.013,1,0,7,2016-05-24,WV02,746189043.966,117724.173098,"POLYGON ((-1973814 762818, -1973790 763186, -1973774.000100002 763322, -1973750 763458, -1973638 763786, -1969926 773790, -1969798.945668124 774125.6224369131, -1969798.945668124 761049.2940873838, -1973382 762436, -1973798 762604, -1973814 762620, -1973814 762818))",27671481.3535799,-1973814,761049.294087384,-1969798.94566812,774125.622436913
285,SETSM_WV02_20160524_1030010057BF1B00_1030010056972300_seg9_2m_v3.0,WV02_20160524_1030010057BF1B00_1030010056972300,1030010057BF1B00,1030010056972300,-9999,2,SETSM,3.2.2,2017-09-28,http://data.pgc.umn.edu/elev/dem/setsm/ArcticDEM/geocell/v3.0/2m/n70w157/SETSM_WV02_20160524_1030010057BF1B00_1030010056972300_seg9_2m_v3.0.tar.gz,2016-05-24,DEM,WV02,0.45969773,4.91,30.255,434.56,ICESat,32,439.778,1,0,7,2016-05-24,WV02,54738952,42056.4074843,"POLYGON ((-1984816 766910, -1984616 768046, -1984136 769790, -1980920 778894, -1979730 782158, -1979170 783598, -1978538 784126, -1978490 784150, -1978452 784150, -1978284 784110, -1978020 784006, -1976196 783262, -1976068 783206, -1976068 783176, -1976124 783016, -1981442 768664, -1982122 766840, -1982418 766088, -1982466 765992, -1982506 765976, -1982520 765976, -1984368 766672, -1984656 766784, -1984808 766848, -1984816 766856, -1984816 766910))",54738952,-1984816,765976,-1976068,784150
286,SETSM_WV02_20160524_1030010057BF1B00_1030010056972300_seg2_2m_v3.0,WV02_20160524_1030010057BF1B00_1030010056972300,1030010057BF1B00,1030010056972300,-9999,2,SETSM,3.2.2,2017-09-28,http://data.pgc.umn.edu/elev/dem/setsm/ArcticDEM/geocell/v3.0/2m/n70w157/SETSM_WV02_20160524_1030010057BF1B00_1030010056972300_seg2_2m_v3.0.tar.gz,2016-05-24,DEM,WV02,0.348058,-4.813,-3.227,-4.186,ICESat,54,0.004,1,0,7,2016-05-24,WV02,69273671.9984,44008.6390695,"POLYGON ((-2031364 784944, -2029422 790760, -2028830 792512, -2025496 802070, -2025432 802198, -2025394 802198, -2024442 802046, -2023658 801894, -2022212 801334, -2022196 801326, -2022188 801318, -2022068 801150, -2022108 800144, -2025314 791194, -2027992 783746, -2028040 783618, -2028061.999899998 783618, -2028150 783650, -2029662 784234, -2031332 784882, -2031364 784898, -2031364 784944))",69273671.9984,-2031364,783618,-2022068,802198
287,SETSM_W2W2_20140709_1030010034A53C00_1030010034D48C00_seg4_2m_v3.0,W2W2_20140709_1030010034A53C00_1030010034D48C00,1030010034A53C00,1030010034D48C00,-9999,2,SETSM,3.2.8,2017-12-26,http://data.pgc.umn.edu/elev/dem/setsm/ArcticDEM/geocell/v3.0/2m/n70w157/SETSM_W2W2_20140709_1030010034A53C00_1030010034D48C00_seg4_2m_v3.0.tar.gz,2014-07-09,DEM,WV02,0.77328896,-1.488,-3.924,2.396,ICESat,15,0.026,1,0,7,2014-07-09,WV02,44512416,29074.0478729,"POLYGON ((-1981012 797406, -1980444 798798, -1979508 801038, -1979428 801062, -1979414 801062, -1979374 801054, -1976206 800038, -1973150 798830, -1971278 798086, -1970518 797766, -1969798.945668124 796729.1817588356, -1969798.945668124 796425.0306272567, -1970174 795474, -1970894 793730, -1970974 793546, -1971006 793482, -1971020 793482, -1971236 793562, -1980940 797338, -1980996 797362, -1981012 797378, -1981012 797406))",44500812.1265713,-1981012,793482,-1969798.94566812,801062
288,SETSM_WV02_20150324_103001003F0B7E00_103001003F591700_seg1_2m_v3.0,WV02_20150324_103001003F0B7E00_103001003F591700,103001003F0B7E00,103001003F591700,-9999,2,SETSM,3.2.2,2017-09-28,http://data.pgc.umn.edu/elev/dem/setsm/ArcticDEM/geocell/v3.0/2m/n70w157/SETSM_WV02_20150324_103001003F0B7E00_103001003F591700_seg1_2m_v3.0.tar.gz,2015-03-24,DEM,WV02,0.99049468,-0.239,0.319,-2.227,ICESat,3776,0.001,1,2,7,2015-03-24,WV02,2003640258,268422.704351,"POLYGON ((-2039446 799040, -2038310 802622, -2037822 804078, -2037182 805958, -2035872 809734, -2034480 813596, -2034024 814828, -2034000 814884, -2033992 814892, -2033952.000100002 814908, -2033282 814908, -1969798.945668124 789741.6163285273, -1969798.945668124 771375.1269166941, -2034292 796938, -2039390 798962, -2039438 798986, -2039446 798994, -2039446 799040))",1229732720.68839,-2039446,771375.126916694,-1969798.94566812,814908
289,SETSM_W2W2_20150324_103001003F4DBF00_103001003F591700_seg1_2m_v3.0,W2W2_20150324_103001003F4DBF00_103001003F591700,103001003F4DBF00,103001003F591700,-9999,2,SETSM,3.2.8,2017-12-26,http://data.pgc.umn.edu/elev/dem/setsm/ArcticDEM/geocell/v3.0/2m/n70w157/SETSM_W2W2_20150324_103001003F4DBF00_103001003F591700_seg1_2m_v3.0.tar.gz,2015-03-24,DEM,WV02,0.83431972,-1.28,0.853,1.76,ICESat,243,0.002,1,0,7,2015-03-25,WV02,420645670.837,227612.439242,"POLYGON ((-2032624 796214, -2032584 796294, -2032416 796606, -2031176 798798, -2031088 798926, -2031056 798958, -2031026 798958, -2030954 798934, -2025650 796910, -2010470 791096, -1975628 777732, -1969798.945668124 775490.950130099, -1969798.945668124 771252.312427193, -2025928 793464, -2032008 795880, -2032616 796184, -2032624 796192, -2032624 796214))",239783813.813247,-2032624,771252.312427193,-1969798.94566812,798958
290,SETSM_WV02_20170605_103001006B0A1C00_103001006A00E600_seg1_2m_v3.0,WV02_20170605_103001006B0A1C00_103001006A00E600,103001006B0A1C00,103001006A00E600,-9999,2,SETSM,3.2.8,2018-04-12,http://data.pgc.umn.edu/elev/dem/setsm/ArcticDEM/geocell/v3.0/2m/n70w157/SETSM_WV02_20170605_103001006B0A1C00_103001006A00E600_seg1_2m_v3.0.tar.gz,2017-06-05,DEM,WV02,0.94462186,-0.726,-0.681,-0.532,ICESat,192,-0.019,1,0,7,2017-06-05,WV02,292369034,69089.271782,"POLYGON ((-2010698 793466, -2010642 793610, -2007492 801226, -2003356 811208, -2003140 811720, -2003108 811784, -2003084 811824, -2003076 811832, -2003012 811864, -2003002 811864, -1989590 806420, -1989526 806388, -1989518 806380, -1989518 806366, -1996980 788126, -1997028 788022, -1997034 788022, -1997466 788190, -2008392 792510, -2010682 793432, -2010698 793448, -2010698 793466))",292369034,-2010698,788022,-1989518,811864
291,SETSM_W2W2_20110618_103001000B85FE00_103001000CD2E300_seg1_2m_v3.0,W2W2_20110618_103001000B85FE00_103001000CD2E300,103001000B85FE00,103001000CD2E300,-9999,2,SETSM,3.2.8,2017-12-26,http://data.pgc.umn.edu/elev/dem/setsm/ArcticDEM/geocell/v3.0/2m/n70w157/SETSM_W2W2_20110618_103001000B85FE00_103001000CD2E300_seg1_2m_v3.0.tar.gz,2011-06-18,DEM,WV02,0.90739639,1.02,-0.091,-11.207,ICESat,142,0.011,1,0,7,2011-06-26,WV02,98768204,39639.5781415,"POLYGON ((-2032494 812178, -2031982 813210, -2028478 820010, -2027950 821018, -2027934 821034, -2027912 821034, -2027824 821002, -2023242 819178, -2019432 817654, -2019064 817502, -2018952 817446, -2018992 817356, -2023056 808816, -2023200 808528, -2023224 808488, -2023256 808448, -2023282 808448, -2023634 808576, -2025064 809116, -2030550 811268, -2031094 811484, -2032302 811988, -2032470 812060, -2032494 812084, -2032494 812178))",98768204,-2032494,808448,-2018952,821034
292,SETSM_WV02_20150220_103001003DAF4500_103001003E251100_seg8_2m_v3.0,WV02_20150220_103001003DAF4500_103001003E251100,103001003DAF4500,103001003E251100,-9999,2,SETSM,3.1.2,2017-09-28,http://data.pgc.umn.edu/elev/dem/setsm/ArcticDEM/geocell/v3.0/2m/n70w157/SETSM_WV02_20150220_103001003DAF4500_103001003E251100_seg8_2m_v3.0.tar.gz,2015-02-20,DEM,WV02,0.51936267,0,0,0,ICESat,145,0.484,1,0,7,2015-02-20,WV02,237548695.997,59848.5124648,"POLYGON ((-2017456 769020, -2017136 772346, -2016936 773250, -2016896 773378, -2015338 777938, -2013770 782504, -2013762 782520, -2013698 782584, -2013633.999899998 782640, -2013292 782640, -2011868 782624, -2011620 782600, -2010348 782200, -2009900 782048, -2002432 779226, -2000112 778338, -2000104 777876, -2000192 777644, -2005366 764432, -2005822 763288, -2005982 762912, -2006166 762552, -2006246 762400, -2006374 762168, -2006438 762064, -2006502 761976, -2006542 761936, -2006548 761936, -2009188 762960, -2009634 763136, -2010074 763320, -2015834 765854, -2015842 765862, -2017448 768950, -2017456 768974, -2017456 769020))",237548695.9972,-2017456,761936,-2000104,782640
